Depth(m),Age(kaBP),Deuterium(‰SMOW),dTemp(ºC)
1718.2,130.38,-381.5,1.64
1718.75,130.417,-371.7,3.25
1719.3,130.456,-386.7,0.77
1719.85,130.496,-384.4,1.14
1720.4,130.537,-378.2,2.15
1720.95,130.575,-381.8,1.55
1721.5,130.614,-383,1.34
1722.05,130.655,-385.7,0.89
1722.6,130.697,-384.7,1.04
1723.15,130.738,-384.9,1
1723.7,130.78,-386,0.81
1724.25,130.822,-385.4,0.9
1724.8,130.865,-391.9,-0.18
1725.35,130.91,-388.2,0.42
1725.9,130.954,-386.9,0.63
1726.45,130.998,-387.9,0.46
1727,131.041,-388.2,0.4
1727.55,131.085,-385.9,0.77
1728.1,131.128,-388.4,0.35
1728.65,131.173,-392.4,-0.32
1729.2,131.219,-388,0.4
1729.75,131.264,-387.4,0.49
1730.3,131.308,-389.9,0.07
1730.85,131.353,-385.7,0.75
1731.4,131.396,-391.6,-0.23
1731.95,131.442,-390.9,-0.12
1732.5,131.488,-400.2,-1.67
1733.05,131.541,-397.1,-1.17
1733.6,131.592,-394.2,-0.69
1734.15,131.641,-396.8,-1.13
1734.7,131.692,-396.5,-1.09
1735.25,131.742,-399.5,-1.59
1735.8,131.795,-399,-1.52
1736.35,131.848,-400.4,-1.76
1736.9,131.901,-400.5,-1.78
1737.45,131.955,-398,-1.38
1738,132.008,-406.9,-2.85
1738.55,132.066,-405.3,-2.6
1739.1,132.123,-398.7,-1.52
1739.65,132.177,-399.5,-1.66
1740.2,132.23,-397.5,-1.33
1740.75,132.282,-402.1,-2.1
1741.3,132.337,-403.4,-2.32
1741.85,132.393,-403.1,-2.28
1742.4,132.45,-408.3,-3.15
1742.95,132.506,-402.1,-2.13
1743.5,132.564,-408.2,-3.14
1744.05,132.624,-408.9,-3.27
1744.6,132.687,-405.6,-2.73
1745.15,132.746,-410,-3.46
1745.7,132.809,-408.8,-3.27
1746.25,132.871,-411.6,-3.74
1746.8,132.935,-410.4,-3.55
1747.35,133,-415.2,-4.35
1747.9,133.067,-413.8,-4.13
1748.45,133.134,-407.1,-3.03
1749,133.195,-408.2,-3.21
1749.55,133.258,-417.2,-4.71
1750.1,133.327,-417,-4.68
1750.65,133.397,-410.2,-3.57
1751.2,133.461,-406.7,-2.99
1751.75,133.524,-410.9,-3.7
1752.3,133.588,-415.6,-4.48
1752.85,133.658,-417.5,-4.8
1753.4,133.729,-420.6,-5.32
1753.95,133.803,-410.5,-3.66
1754.5,133.87,-418.7,-5.02
1755.05,133.941,-417.6,-4.84
1755.6,134.014,-419.6,-5.18
1756.15,134.087,-422.7,-5.7
1756.7,134.164,-416.3,-4.65
1757.25,134.236,-422.1,-5.61
1757.8,134.313,-421.3,-5.48
1758.35,134.389,-421.2,-5.47
1758.9,134.466,-423.7,-5.89
1759.45,134.545,-423,-5.79
1760,134.624,-422.8,-5.76
1760.55,134.703,-426.1,-6.31
1761.1,134.785,-424.6,-6.07
1761.65,134.866,-425.9,-6.29
1762.2,134.949,-429.4,-6.88
1762.75,135.036,-438.2,-8.34
1763.3,135.124,-430,-6.99
1763.85,135.213,-434,-7.66
1764.4,135.307,-434.6,-7.77
1764.95,135.402,-434.3,-7.73
1765.5,135.497,-434.7,-7.8
1766.05,135.593,-430.7,-7.15
1766.6,135.691,-428.7,-6.83
1767.15,135.779,-435.8,-8.01
1767.7,135.876,-432.5,-7.47
1768.25,135.968,-426.8,-6.54
1768.8,136.055,-431.9,-7.39
1769.35,136.147,-437.9,-8.39
1769.9,136.248,-434.8,-7.89
1770.45,136.345,-438.3,-8.48
1771,136.447,-439.8,-8.73
1771.55,136.552,-440,-8.77
1772.1,136.656,-436.9,-8.27
1772.65,136.752,-438.3,-8.51
1773.2,136.853,-435.9,-8.12
1773.75,136.953,-437.9,-8.46
1774.3,137.056,-439.2,-8.68
1774.85,137.159,-431.6,-7.44
1775.4,137.253,-431.7,-7.46
1775.95,137.347,-436.6,-8.28
1776.5,137.448,-435.5,-8.11
1777.05,137.547,-433.4,-7.77
1777.6,137.647,-436.9,-8.35
1778.15,137.743,-438.3,-8.59
1778.7,137.847,-435.8,-8.19
1779.25,137.947,-433.2,-7.77
1779.8,138.046,-436.6,-8.33
1780.35,138.147,-434.9,-8.06
1780.9,138.247,-437.5,-8.49
1781.45,138.35,-437.7,-8.53
1782,138.454,-434,-7.93
1782.55,138.554,-439.6,-8.85
1783.1,138.659,-440.5,-9.01
1783.65,138.763,-439.1,-8.78
1784.2,138.87,-443,-9.43
1784.75,138.983,-440.8,-9.07
1785.3,139.093,-440,-8.94
1785.85,139.201,-442.3,-9.32
1786.4,139.31,-438.9,-8.77
1786.95,139.417,-437.5,-8.54
1787.5,139.522,-437.6,-8.57
1788.05,139.627,-439.3,-8.85
1788.6,139.735,-441,-9.14
1789.15,139.846,-437,-8.48
1789.7,139.951,-440.9,-9.13
1790.25,140.06,-434.1,-8.01
1790.8,140.163,-441.2,-9.19
1791.35,140.273,-440.7,-9.11
1791.9,140.384,-436.8,-8.47
1792.45,140.488,-435.3,-8.22
1793,140.591,-440.4,-9.06
1793.55,140.701,-438,-8.67
1794.1,140.809,-440.1,-9.02
1794.65,140.919,-440.8,-9.13
1795.2,141.03,-441,-9.17
1795.75,141.142,-438.5,-8.76
1796.3,141.25,-439,-8.84
1796.85,141.359,-436.2,-8.38
1797.4,141.464,-438.8,-8.81
1797.95,141.573,-442,-9.33
1798.5,141.686,-433.9,-8
1799.05,141.787,-433.6,-7.95
1799.6,141.888,-437,-8.51
1800.15,141.993,-432.8,-7.82
1800.7,142.093,-436.4,-8.42
1801.25,142.198,-438.6,-8.78
1801.8,142.307,-441.7,-9.29
1802.35,142.42,-437.6,-8.61
1802.9,142.528,-438.2,-8.71
1803.45,142.636,-434.8,-8.15
1804,142.739,-435.5,-8.27
1804.55,142.843,-431.8,-7.66
1805.1,142.941,-435.3,-8.23
1805.65,143.045,-439.4,-8.91
1806.2,143.156,-439,-8.84
1806.75,143.266,-440.2,-9.04
1807.3,143.377,-434.1,-8.04
1807.85,143.479,-430.8,-7.5
1808.4,143.578,-437,-8.51
1808.95,143.684,-440.6,-9.1
1809.5,143.796,-436,-8.35
1810.05,143.903,-440.5,-9.09
1810.6,144.015,-439.2,-8.87
1811.15,144.125,-434.3,-8.07
1811.7,144.229,-431.7,-7.64
1812.25,144.328,-435.7,-8.3
1812.8,144.433,-436,-8.34
1813.35,144.538,-436.8,-8.47
1813.9,144.645,-433.5,-7.93
1814.45,144.748,-436.8,-8.47
1815,144.854,-435.6,-8.27
1815.55,144.959,-433.4,-7.91
1816.1,145.063,-439.8,-8.96
1816.65,145.173,-435.3,-8.22
1817.2,145.279,-434.6,-8.1
1817.75,145.382,-433.5,-7.92
1818.3,145.485,-440,-8.99
1818.85,145.597,-436.4,-8.39
1819.4,145.705,-438.9,-8.8
1819.95,145.816,-441.9,-9.29
1820.5,145.932,-439,-8.82
1821.05,146.043,-430.3,-7.38
1821.6,146.141,-434.6,-8.09
1822.15,146.245,-437,-8.48
1822.7,146.353,-436.1,-8.33
1823.25,146.459,-433.9,-7.97
1823.8,146.563,-435.2,-8.18
1824.35,146.665,-426.9,-6.82
1824.9,146.753,-436.1,-8.33
1825.45,146.857,-432,-7.65
1826,146.958,-433.5,-7.9
1826.55,147.06,-431.3,-7.54
1827.1,147.161,-435.7,-8.26
1827.65,147.267,-437.9,-8.62
1828.2,147.376,-438.9,-8.78
1828.75,147.488,-439.5,-8.87
1829.3,147.6,-437.2,-8.49
1829.85,147.71,-439.1,-8.8
1830.4,147.821,-434.7,-8.07
1830.95,147.926,-430.2,-7.33
1831.5,148.024,-430.3,-7.35
1832.05,148.123,-435.5,-8.2
1832.6,148.228,-432.2,-7.66
1833.15,148.327,-429.1,-7.15
1833.7,148.424,-433.9,-7.94
1834.25,148.527,-435.2,-8.15
1834.8,148.633,-436.6,-8.38
1835.35,148.741,-436.2,-8.31
1835.9,148.849,-432.2,-7.65
1836.45,148.951,-435.2,-8.14
1837,149.057,-436.2,-8.31
1837.55,149.164,-434.9,-8.09
1838.1,149.27,-437.3,-8.49
1838.65,149.379,-433.5,-7.86
1839.2,149.483,-433.5,-7.86
1839.75,149.586,-427.7,-6.91
1840.3,149.682,-433.4,-7.84
1840.85,149.784,-427.8,-6.92
1841.4,149.88,-429.1,-7.14
1841.95,149.976,-428.3,-7
1842.5,150.072,-428,-6.96
1843.05,150.167,-427.8,-6.92
1843.6,150.263,-429.3,-7.17
1844.15,150.36,-428.5,-7.04
1844.7,150.456,-431.6,-7.55
1845.25,150.557,-431.6,-7.55
1845.8,150.658,-430.2,-7.31
1846.35,150.757,-431.5,-7.53
1846.9,150.857,-430.9,-7.43
1847.45,150.958,-432.3,-7.66
1848,151.06,-433,-7.77
1848.55,151.163,-430.9,-7.42
1849.1,151.263,-429.3,-7.16
1849.65,151.362,-435.1,-8.11
1850.2,151.467,-428.4,-7.01
1850.75,151.565,-432,-7.6
1851.3,151.667,-432.6,-7.7
1851.85,151.77,-432.3,-7.65
1852.4,151.872,-433,-7.76
1852.95,151.976,-433.3,-7.81
1853.5,152.081,-434,-7.93
1854.05,152.186,-432.1,-7.61
1854.6,152.289,-431,-7.43
1855.15,152.389,-432.4,-7.66
1855.7,152.493,-430.8,-7.4
1856.25,152.593,-429.4,-7.17
1856.8,152.689,-431.1,-7.45
1857.35,152.791,-435.3,-8.14
1857.9,152.898,-433.4,-7.83
1858.45,152.991,-433.7,-7.88
1859,153.096,-433.7,-7.88
1859.55,153.202,-434.9,-8.07
1860.1,153.31,-438.4,-8.65
1860.65,153.423,-433.9,-7.91
1861.2,153.53,-433.8,-7.89
1861.75,153.636,-432.3,-7.64
1862.3,153.741,-434.3,-7.97
1862.85,153.848,-436.7,-8.36
1863.4,153.96,-441.2,-9.1
1863.95,154.078,-440.6,-9
1864.5,154.196,-434.7,-8.03
1865.05,154.305,-435.7,-8.19
1865.6,154.415,-437.2,-8.43
1866.15,154.527,-438.4,-8.63
1866.7,154.641,-442.4,-9.28
1867.25,154.762,-440.9,-9.03
1867.8,154.882,-439,-8.72
1868.35,154.998,-441.3,-9.09
1868.9,155.117,-440.3,-8.93
1869.45,155.235,-437.6,-8.48
1870,155.349,-437.9,-8.53
1870.55,155.464,-442.3,-9.25
1871.1,155.584,-436.9,-8.36
1871.65,155.697,-437,-8.38
1872.2,155.81,-438.5,-8.62
1872.75,155.925,-440.7,-8.99
1873.3,156.044,-446.4,-9.92
1873.85,156.174,-447.1,-10.03
1874.4,156.306,-444.3,-9.58
1874.95,156.436,-439.5,-8.78
1875.5,156.554,-440.6,-8.96
1876.05,156.674,-444.6,-9.61
1876.6,156.799,-438,-8.53
1877.15,156.915,-440.5,-8.94
1877.7,157.032,-439.5,-8.77
1878.25,157.149,-438.7,-8.64
1878.8,157.267,-444.1,-9.52
1879.35,157.392,-441.9,-9.16
1879.9,157.513,-436.5,-8.27
1880.45,157.627,-437.4,-8.41
1881,157.742,-439.8,-8.82
1881.55,157.856,-437.8,-8.48
1882.1,157.972,-441.2,-9.04
1882.65,158.092,-440.7,-8.95
1883.2,158.193,-441.1,-9.02
1883.75,158.293,-445.4,-9.73
1884.3,158.397,-441.4,-9.07
1884.85,158.497,-435.6,-8.11
1885.4,158.607,-434.4,-7.92
1885.95,158.713,-432.3,-7.57
1886.5,158.813,-430.6,-7.29
1887.05,158.911,-423.1,-6.06
1887.6,159.01,-425.9,-6.52
1888.15,159.105,-421.1,-5.74
1888.7,159.2,-427.9,-6.86
1889.25,159.298,-431.7,-7.49
1889.8,159.387,-428.7,-6.99
1890.35,159.49,-428.3,-6.93
1890.9,159.588,-430.5,-7.3
1891.45,159.692,-431,-7.38
1892,159.796,-432.2,-7.58
1892.55,159.897,-434.5,-7.96
1893.1,160.002,-431.5,-7.46
1893.65,160.106,-431.5,-7.47
1894.2,160.209,-431,-7.39
1894.75,160.323,-432.9,-7.7
1895.3,160.432,-432.1,-7.57
1895.85,160.539,-432.1,-7.57
1896.4,160.644,-435.7,-8.17
1896.95,160.756,-434.8,-8.02
1897.5,160.868,-435.3,-8.1
1898.05,160.981,-436.1,-8.23
1898.6,161.097,-434.7,-8
1899.15,161.21,-441,-9.04
1899.7,161.33,-440,-8.87
1900.25,161.443,-435.5,-8.13
1900.8,161.558,-430.1,-7.24
1901.35,161.663,-428.2,-6.93
1901.9,161.764,-431.9,-7.54
1902.45,161.877,-427,-6.73
1903,161.974,-426.3,-6.62
1903.55,162.077,-424.9,-6.39
1904.1,162.178,-425.4,-6.47
1904.65,162.278,-423.8,-6.21
1905.2,162.375,-428,-6.91
1905.75,162.476,-423.5,-6.17
1906.3,162.57,-430.5,-7.32
1906.85,162.672,-433.5,-7.82
1907.4,162.775,-427.5,-6.83
1907.95,162.877,-428.3,-6.97
1908.5,162.979,-427.8,-6.88
1909.05,163.08,-428,-6.92
1909.6,163.182,-431.2,-7.45
1910.15,163.289,-429.2,-7.12
1910.7,163.393,-438.1,-8.58
1911.25,163.506,-437.7,-8.52
1911.8,163.623,-430.9,-7.4
1912.35,163.73,-429.2,-7.12
1912.9,163.835,-437,-8.4
1913.45,163.953,-442.4,-9.28
1914,164.074,-440.3,-8.93
1914.55,164.198,-443.7,-9.49
1915.1,164.328,-441.5,-9.12
1915.65,164.453,-437,-8.38
1916.2,164.572,-438.5,-8.62
1916.75,164.692,-439.3,-8.75
1917.3,164.814,-438,-8.54
1917.85,164.934,-436.3,-8.25
1918.4,165.051,-442,-9.19
1918.95,165.177,-440.4,-8.92
1919.5,165.297,-438.7,-8.64
1920.05,165.417,-433.4,-7.77
1920.6,165.53,-436,-8.19
1921.15,165.646,-439.3,-8.73
1921.7,165.768,-437.2,-8.39
1922.25,165.887,-436,-8.19
1922.8,166.003,-434.9,-8
1923.35,166.119,-441.5,-9.08
1923.9,166.245,-438.2,-8.54
1924.45,166.358,-435.8,-8.15
1925,166.474,-432.7,-7.63
1925.55,166.585,-438.6,-8.6
1926.1,166.706,-437,-8.34
1926.65,166.824,-440.3,-8.88
1927.2,166.941,-431.2,-7.38
1927.75,167.05,-432.6,-7.61
1928.3,167.161,-432.2,-7.54
1928.85,167.271,-432.3,-7.56
1929.4,167.38,-431,-7.34
1929.95,167.482,-428.8,-6.98
1930.5,167.586,-434.7,-7.95
1931.05,167.7,-431.4,-7.41
1931.6,167.809,-429.9,-7.16
1932.15,167.915,-424.8,-6.32
1932.7,168.015,-427.6,-6.79
1933.25,168.117,-423.2,-6.06
1933.8,168.213,-421.8,-5.83
1934.35,168.309,-427.4,-6.76
1934.9,168.413,-429.4,-7.09
1935.45,168.516,-425.6,-6.46
1936,168.616,-426.9,-6.68
1936.55,168.719,-435.8,-8.14
1937.1,168.83,-434.3,-7.89
1937.65,168.937,-425.6,-6.46
1938.2,169.038,-426.3,-6.58
1938.75,169.139,-425.8,-6.49
1939.3,169.239,-427.6,-6.79
1939.85,169.343,-432.1,-7.53
1940.4,169.453,-432.7,-7.63
1940.95,169.565,-432.2,-7.54
1941.5,169.675,-426.7,-6.64
1942.05,169.778,-426.4,-6.59
1942.6,169.881,-435.2,-8.03
1943.15,169.996,-432.9,-7.65
1943.7,170.109,-434.5,-7.91
1944.25,170.226,-435.8,-8.13
1944.8,170.343,-436.9,-8.31
1945.35,170.457,-435.8,-8.12
1945.9,170.569,-436.7,-8.27
1946.45,170.682,-435.8,-8.12
1947,170.799,-436.2,-8.18
1947.55,170.916,-437.8,-8.44
1948.1,171.036,-438.6,-8.56
1948.65,171.157,-436,-8.13
1949.2,171.275,-436.9,-8.28
1949.75,171.395,-431.6,-7.4
1950.3,171.505,-429,-6.97
1950.85,171.61,-426.4,-6.55
1951.4,171.712,-423.3,-6.03
1951.95,171.81,-427,-6.64
1952.5,171.912,-422.6,-5.92
1953.05,172.009,-422.1,-5.84
1953.6,172.106,-427.2,-6.68
1954.15,172.208,-423.7,-6.1
1954.7,172.308,-429.8,-7.1
1955.25,172.415,-427.7,-6.76
1955.8,172.52,-431.9,-7.45
1956.35,172.632,-427.5,-6.71
1956.9,172.749,-432,-7.46
1957.45,172.861,-433.1,-7.64
1958,172.976,-438.1,-8.46
1958.55,173.097,-431.7,-7.4
1959.1,173.21,-436.2,-8.14
1959.65,173.329,-433,-7.61
1960.2,173.443,-436.4,-8.17
1960.75,173.565,-436.5,-8.18
1961.3,173.685,-439.7,-8.7
1961.85,173.811,-437.4,-8.32
1962.4,173.933,-435.9,-8.07
1962.95,174.053,-435.4,-7.99
1963.5,174.171,-436.2,-8.12
1964.05,174.291,-434.4,-7.81
1964.6,174.41,-437.8,-8.38
1965.15,174.528,-432.8,-7.56
1965.7,174.643,-435.4,-7.98
1966.25,174.761,-431.7,-7.37
1966.8,174.874,-434.7,-7.87
1967.35,174.991,-438,-8.41
1967.9,175.113,-432.2,-7.46
1968.45,175.228,-433.2,-7.62
1969,175.343,-435.2,-7.95
1969.55,175.461,-436.4,-8.15
1970.1,175.582,-440.9,-8.89
1970.65,175.712,-440.8,-8.87
1971.2,175.842,-443,-9.23
1971.75,175.976,-439.2,-8.6
1972.3,176.103,-438.8,-8.53
1972.85,176.229,-439.7,-8.68
1973.4,176.357,-440.9,-8.87
1973.95,176.487,-437.3,-8.28
1974.5,176.61,-437.3,-8.28
1975.05,176.728,-436.3,-8.11
1975.6,176.848,-429.2,-6.94
1976.15,176.958,-428.3,-6.79
1976.7,177.065,-421.1,-5.61
1977.25,177.165,-425.5,-6.33
1977.8,177.268,-428.6,-6.84
1978.35,177.375,-428.1,-6.76
1978.9,177.478,-427.2,-6.61
1979.45,177.584,-435.2,-7.93
1980,177.701,-422.5,-5.84
1980.55,177.801,-421.7,-5.71
1981.1,177.899,-419.8,-5.4
1981.65,177.994,-423.4,-5.99
1982.2,178.095,-422.5,-5.85
1982.75,178.195,-425.4,-6.32
1983.3,178.298,-426.7,-6.54
1983.85,178.404,-427.6,-6.69
1984.4,178.511,-423,-5.93
1984.95,178.613,-429.5,-7
1985.5,178.722,-429,-6.92
1986.05,178.832,-429.8,-7.05
1986.6,178.944,-432.3,-7.46
1987.15,179.06,-435.8,-8.03
1987.7,179.182,-439.7,-8.68
1988.25,179.308,-436.6,-8.16
1988.8,179.432,-440.7,-8.83
1989.35,179.562,-439.2,-8.58
1989.9,179.694,-436.9,-8.2
1990.45,179.819,-430.4,-7.13
1991,179.934,-441.5,-8.95
1991.55,180.063,-438.1,-8.39
1992.1,180.191,-432.5,-7.47
1992.65,180.309,-437.3,-8.26
1993.2,180.435,-439.4,-8.6
1993.75,180.566,-439.9,-8.68
1994.3,180.698,-441.9,-9.02
1994.85,180.829,-436.4,-8.1
1995.4,180.956,-438.8,-8.49
1995.95,181.086,-437.6,-8.29
1996.5,181.215,-441.9,-9
1997.05,181.351,-440.6,-8.79
1997.6,181.484,-437.8,-8.32
1998.15,181.603,-442.4,-9.08
1998.7,181.729,-442.3,-9.06
1999.25,181.868,-439.2,-8.55
1999.8,182.001,-443.4,-9.24
2000.35,182.133,-441.3,-8.89
2000.9,182.269,-436,-8.02
2001.45,182.408,-439,-8.51
2002,182.534,-438.4,-8.41
2002.55,182.663,-441,-8.84
2003.1,182.798,-440.4,-8.74
2003.65,182.929,-441,-8.84
2004.2,183.062,-440.6,-8.77
2004.75,183.195,-443.4,-9.23
2005.3,183.332,-437.9,-8.32
2005.85,183.461,-443.6,-9.26
2006.4,183.598,-443.3,-9.2
2006.95,183.74,-441.1,-8.84
2007.5,183.877,-437.9,-8.31
2008.05,184.009,-439.4,-8.55
2008.6,184.143,-438.2,-8.35
2009.15,184.276,-442.4,-9.04
2009.7,184.416,-441.1,-8.82
2010.25,184.554,-438.8,-8.43
2010.8,184.688,-443.2,-9.15
2011.35,184.831,-440.2,-8.66
2011.9,184.968,-438.4,-8.35
2012.45,185.101,-435.5,-7.87
2013,185.229,-433.3,-7.51
2013.55,185.353,-439.3,-8.5
2014.1,185.487,-438.8,-8.41
2014.65,185.622,-437.7,-8.22
2015.2,185.755,-438.4,-8.34
2015.75,185.888,-435.7,-7.89
2016.3,186.017,-435.4,-7.84
2016.85,186.145,-435,-7.77
2017.4,186.273,-434.3,-7.65
2017.95,186.398,-434.6,-7.69
2018.5,186.512,-432.4,-7.33
2019.05,186.634,-427.2,-6.47
2019.6,186.748,-430.6,-7.03
2020.15,186.867,-428.9,-6.75
2020.7,186.984,-428.2,-6.63
2021.25,187.099,-428.2,-6.63
2021.8,187.214,-421.6,-5.54
2022.35,187.32,-422.1,-5.62
2022.9,187.425,-423.4,-5.83
2023.45,187.532,-418.9,-5.09
2024,187.633,-418.5,-5.02
2024.55,187.732,-414.6,-4.38
2025.1,187.826,-411.6,-3.89
2025.65,187.916,-414.2,-4.32
2026.2,188.009,-412.4,-4.03
2026.75,188.102,-422.5,-5.69
2027.3,188.207,-422.5,-5.69
2027.85,188.314,-422.2,-5.64
2028.4,188.422,-421.8,-5.57
2028.95,188.528,-427.9,-6.58
2029.5,188.644,-425.1,-6.12
2030.05,188.757,-425.6,-6.2
2030.6,188.872,-428.2,-6.62
2031.15,188.989,-421.1,-5.45
2031.7,189.095,-425.1,-6.11
2032.25,189.207,-425.1,-6.11
2032.8,189.32,-428.9,-6.73
2033.35,189.439,-428.9,-6.73
2033.9,189.558,-426.1,-6.27
2034.45,189.674,-427.6,-6.51
2035,189.791,-428.5,-6.66
2035.55,189.911,-433.2,-7.43
2036.1,190.039,-426.4,-6.31
2036.65,190.155,-428.9,-6.71
2037.2,190.276,-430.8,-7.02
2037.75,190.4,-436.7,-7.99
2038.3,190.536,-436.9,-8.01
2038.85,190.672,-431.3,-7.08
2039.4,190.799,-437.3,-8.06
2039.95,190.936,-430.7,-6.97
2040.5,191.061,-432,-7.18
2041.05,191.188,-432.6,-7.27
2041.6,191.316,-429.4,-6.74
2042.15,191.44,-430.5,-6.91
2042.7,191.564,-426.7,-6.28
2043.25,191.682,-430.7,-6.93
2043.8,191.806,-421.9,-5.48
2044.35,191.917,-423.5,-5.74
2044.9,192.026,-417.5,-4.75
2045.45,192.127,-418.7,-4.94
2046,192.231,-417.1,-4.67
2046.55,192.332,-417.7,-4.77
2047.1,192.435,-428.3,-6.51
2047.65,192.556,-425,-5.96
2048.2,192.672,-429.2,-6.64
2048.75,192.795,-426.4,-6.17
2049.3,192.913,-425.5,-6.02
2049.85,193.029,-422,-5.43
2050.4,193.14,-429,-6.58
2050.95,193.264,-434.5,-7.47
2051.5,193.396,-429.3,-6.6
2052.05,193.521,-430.3,-6.75
2052.6,193.646,-430.7,-6.81
2053.15,193.77,-431.9,-6.99
2053.7,193.897,-427.3,-6.22
2054.25,194.019,-433.7,-7.26
2054.8,194.149,-425.8,-5.95
2055.35,194.269,-431,-6.79
2055.9,194.395,-427.5,-6.2
2056.45,194.515,-427.6,-6.21
2057,194.636,-426.3,-5.98
2057.55,194.754,-424.5,-5.67
2058.1,194.87,-430,-6.57
2058.65,194.994,-422.6,-5.34
2059.2,195.105,-419.9,-4.88
2059.75,195.213,-422.8,-5.35
2060.3,195.324,-421.1,-5.06
2060.85,195.434,-421.1,-5.05
2061.4,195.545,-423,-5.35
2061.95,195.642,-417.7,-4.47
2062.5,195.743,-421.9,-5.15
2063.05,195.853,-420.5,-4.91
2063.6,195.961,-420.7,-4.93
2064.15,196.068,-413.9,-3.8
2064.7,196.168,-421,-4.96
2065.25,196.275,-418.6,-4.56
2065.8,196.378,-420.7,-4.9
2066.35,196.483,-417.7,-4.39
2066.9,196.579,-420.3,-4.81
2067.45,196.686,-419,-4.59
2068,196.792,-416.7,-4.2
2068.55,196.893,-415.3,-3.96
2069.1,196.993,-414.8,-3.87
2069.65,197.092,-413.7,-3.68
2070.2,197.189,-410.9,-3.2
2070.75,197.282,-412.3,-3.43
2071.3,197.377,-413.2,-3.57
2071.85,197.474,-413.3,-3.57
2072.4,197.569,-409.9,-3
2072.95,197.656,-408.5,-2.76
2073.5,197.745,-410.6,-3.1
2074.05,197.838,-409.5,-2.92
2074.6,197.929,-409.2,-2.86
2075.15,198.019,-408.1,-2.67
2075.7,198.108,-405,-2.16
2076.25,198.193,-407.7,-2.6
2076.8,198.282,-413.9,-3.61
2077.35,198.376,-407.7,-2.58
2077.9,198.465,-408.7,-2.74
2078.45,198.554,-402.5,-1.71
2079,198.636,-403.1,-1.81
2079.55,198.715,-406,-2.29
2080.1,198.8,-409.5,-2.86
2080.65,198.891,-407.4,-2.51
2081.2,198.979,-405.5,-2.19
2081.75,199.065,-405.9,-2.25
2082.3,199.151,-406.7,-2.38
2082.85,199.238,-404.7,-2.04
2083.4,199.323,-407.2,-2.46
2083.95,199.41,-405.5,-2.17
2084.5,199.497,-406.2,-2.28
2085.05,199.583,-408.4,-2.64
2085.6,199.673,-408.7,-2.68
2086.15,199.762,-400.8,-1.37
2086.7,199.843,-403,-1.73
2087.25,199.926,-404.2,-1.93
2087.8,200.01,-406.4,-2.29
2088.35,200.096,-402.5,-1.65
2088.9,200.179,-408,-2.55
2089.45,200.268,-408.5,-2.63
2090,200.358,-407.3,-2.43
2090.55,200.448,-407.5,-2.47
2091.1,200.537,-407.2,-2.41
2091.65,200.624,-403.1,-1.73
2092.2,200.708,-406,-2.21
2092.75,200.795,-405.5,-2.13
2093.3,200.881,-406.3,-2.26
2093.85,200.969,-406.5,-2.29
2094.4,201.056,-401.2,-1.42
2094.95,201.138,-411.8,-3.17
2095.5,201.233,-407.8,-2.51
2096.05,201.324,-405.4,-2.1
2096.6,201.409,-403.4,-1.78
2097.15,201.493,-402.8,-1.68
2097.7,201.577,-407.7,-2.5
2098.25,201.667,-410.4,-2.94
2098.8,201.76,-410.4,-2.94
2099.35,201.854,-412.1,-3.22
2099.9,201.95,-410.3,-2.92
2100.45,202.045,-416.1,-3.88
2101,202.147,-415,-3.7
2101.55,202.249,-415,-3.69
2102.1,202.35,-412.3,-3.24
2102.65,202.447,-415,-3.69
2103.2,202.549,-418.9,-4.33
2103.75,202.656,-417.8,-4.14
2104.3,202.762,-414.4,-3.58
2104.85,202.864,-421,-4.67
2105.4,202.975,-422.6,-4.93
2105.95,203.089,-421.3,-4.71
2106.5,203.201,-418.4,-4.22
2107.05,203.31,-424,-5.14
2107.6,203.426,-417.8,-4.11
2108.15,203.534,-421.6,-4.74
2108.7,203.647,-422.1,-4.82
2109.25,203.761,-420.1,-4.48
2109.8,203.871,-418.5,-4.21
2110.35,203.98,-422.8,-4.92
2110.9,204.097,-422,-4.78
2111.45,204.211,-417.9,-4.09
2112,204.319,-419.4,-4.34
2112.55,204.428,-417.5,-4.02
2113.1,204.537,-413.4,-3.34
2113.65,204.637,-417,-3.93
2114.2,204.743,-420.7,-4.54
2114.75,204.854,-417.3,-3.97
2115.3,204.961,-413.3,-3.31
2115.85,205.061,-414.1,-3.43
2116.4,205.164,-413.6,-3.35
2116.95,205.264,-413.9,-3.4
2117.5,205.365,-413.9,-3.4
2118.05,205.465,-409.5,-2.67
2118.6,205.562,-416.9,-3.89
2119.15,205.665,-411.5,-3
2119.7,205.764,-411.6,-3.02
2120.25,205.862,-414,-3.41
2120.8,205.963,-414.7,-3.53
2121.35,206.065,-413.3,-3.29
2121.9,206.166,-413,-3.24
2122.45,206.266,-411.6,-3.01
2123,206.364,-409.1,-2.6
2123.55,206.458,-406.8,-2.22
2124.1,206.552,-411.9,-3.06
2124.65,206.649,-412.9,-3.23
2125.2,206.749,-410,-2.75
2125.75,206.845,-416.2,-3.77
2126.3,206.949,-411.4,-2.98
2126.85,207.048,-410.9,-2.89
2127.4,207.144,-411.2,-2.94
2127.95,207.242,-412,-3.08
2128.5,207.341,-413.2,-3.27
2129.05,207.441,-410.1,-2.76
2129.6,207.537,-411.4,-2.98
2130.15,207.634,-408.3,-2.46
